Date,Price
1982-10-19,1402.0
1982-10-20,1411.0
1982-10-21,1426.0
1982-10-22,1457.0
1982-10-25,1418.0
1982-10-26,1436.0
1982-10-27,1446.0
1982-10-28,1378.0
1982-10-29,1372.0
1982-11-01,1378.0
1982-11-03,1364.0
1982-11-04,1350.0
1982-11-05,1354.0
1982-11-08,1383.0
1982-11-09,1373.0
1982-11-10,1380.0
1982-11-11,1350.0
1982-11-12,1322.0
1982-11-15,1310.0
1982-11-16,1334.0
1982-11-17,1335.0
1982-11-18,1337.0
1982-11-19,1403.0
1982-11-22,1361.0
1982-11-23,1350.0
1982-11-24,1358.0
1982-11-26,1330.0
1982-11-29,1351.0
1982-11-30,1385.0
1982-12-01,1411.0
1982-12-02,1438.0
1982-12-03,1425.0
1982-12-06,1419.0
1982-12-07,1403.0
1982-12-08,1387.0
1982-12-09,1410.0
1982-12-10,1366.0
1982-12-13,1382.0
1982-12-14,1405.0
1982-12-15,1419.0
1982-12-16,1463.0
1982-12-17,1481.0
1982-12-20,1489.0
1982-12-21,1553.0
1982-12-22,1592.0
1982-12-23,1581.0
1982-12-27,1624.0
1982-12-28,1639.0
1982-12-29,1634.0
1982-12-30,1603.0
1983-01-03,1623.0
1983-01-04,1590.0
1983-01-05,1604.0
1983-01-06,1664.0
1983-01-07,1636.0
1983-01-10,1627.0
1983-01-11,1611.0
1983-01-12,1670.0
1983-01-13,1668.0
1983-01-14,1713.0
1983-01-17,1758.0
1983-01-18,1732.0
1983-01-19,1661.0
1983-01-20,1663.0
1983-01-21,1665.0
1983-01-24,1598.0
1983-01-25,1665.0
1983-01-26,1710.0
1983-01-27,1735.0
1983-01-28,1822.0
1983-01-31,1826.0
1983-02-01,1818.0
1983-02-02,1799.0
1983-02-03,1815.0
1983-02-04,1902.0
1983-02-07,1845.0
1983-02-08,1870.0
1983-02-09,1845.0
1983-02-10,1874.0
1983-02-11,1863.0
1983-02-14,1833.0
1983-02-15,1809.0
1983-02-16,1846.0
1983-02-17,1820.0
1983-02-18,1817.0
1983-02-22,1770.0
1983-02-23,1775.0
1983-02-24,1782.0
1983-02-25,1700.0
1983-02-28,1704.0
1983-03-01,1765.0
1983-03-02,1757.0
1983-03-03,1769.0
1983-03-04,1769.0
1983-03-07,1812.0
1983-03-08,1793.0
1983-03-09,1816.0
1983-03-10,1773.0
1983-03-11,1725.0
1983-03-14,1788.0
1983-03-15,1740.0
1983-03-16,1691.0
1983-03-17,1641.0
1983-03-18,1669.0
1983-03-21,1658.0
1983-03-22,1693.0
1983-03-23,1691.0
1983-03-24,1667.0
1983-03-25,1688.0
1983-03-28,1663.0
1983-03-29,1697.0
1983-03-30,1717.0
1983-03-31,1704.0
1983-04-04,1729.0
1983-04-05,1688.0
1983-04-06,1682.0
1983-04-07,1691.0
1983-04-08,1633.0
1983-04-11,1650.0
1983-04-12,1633.0
1983-04-13,1704.0
1983-04-14,1687.0
1983-04-15,1757.0
1983-04-18,1801.0
1983-04-19,1780.0
1983-04-20,1804.0
1983-04-21,1782.0
1983-04-22,1840.0
1983-04-25,1880.0
1983-04-26,1875.0
1983-04-27,1855.0
1983-04-28,1830.0
1983-04-29,1910.0
1983-05-02,1903.0
1983-05-03,1883.0
1983-05-04,1850.0
1983-05-05,1860.0
1983-05-06,1866.0
1983-05-09,1802.0
1983-05-10,1791.0
1983-05-11,1827.0
1983-05-12,1857.0
1983-05-13,1890.0
1983-05-16,1959.0
1983-05-17,1992.0
1983-05-18,1967.0
1983-05-19,2029.0
1983-05-20,2063.0
1983-05-23,2082.0
1983-05-24,2044.0
1983-05-25,2022.0
1983-05-26,2110.0
1983-05-27,2157.0
1983-05-31,2072.0
1983-06-01,1999.0
1983-06-02,2049.0
1983-06-03,2018.0
1983-06-06,2002.0
1983-06-07,2053.0
1983-06-08,2141.0
1983-06-09,2187.0
1983-06-10,2181.0
1983-06-13,2238.0
1983-06-14,2170.0
1983-06-15,2209.0
1983-06-16,2151.0
1983-06-17,2150.0
1983-06-20,2200.0
1983-06-21,2221.0
1983-06-22,2269.0
1983-06-23,2271.0
1983-06-24,2259.0
1983-06-27,2190.0
1983-06-28,2155.0
1983-06-29,2156.0
1983-06-30,2086.0
1983-07-01,2127.0
1983-07-05,2061.0
1983-07-06,2083.0
1983-07-07,2130.0
1983-07-08,2060.0
1983-07-11,1983.0
1983-07-12,1904.0
1983-07-13,1990.0
1983-07-14,1950.0
1983-07-15,2014.0
1983-07-18,2102.0
1983-07-19,2096.0
1983-07-20,2139.0
1983-07-21,2227.0
1983-07-22,2309.0
1983-07-25,2397.0
1983-07-26,2416.0
1983-07-27,2362.0
1983-07-28,2306.0
1983-07-29,2337.0
1983-08-01,2371.0
1983-08-02,2355.0
1983-08-03,2346.0
1983-08-04,2258.0
1983-08-05,2196.0
1983-08-08,2147.0
1983-08-09,2122.0
1983-08-10,2210.0
1983-08-11,2218.0
1983-08-12,2165.0
1983-08-15,2226.0
1983-08-16,2182.0
1983-08-17,2099.0
1983-08-18,2113.0
1983-08-19,2084.0
1983-08-22,2109.0
1983-08-23,2055.0
1983-08-24,2025.0
1983-08-25,2086.0
1983-08-26,2087.0
1983-08-29,2063.0
1983-08-30,2100.0
1983-08-31,2060.0
1983-09-01,1993.0
1983-09-02,2000.0
1983-09-06,2003.0
1983-09-07,1985.0
1983-09-08,1975.0
1983-09-09,1890.0
1983-09-12,1850.0
1983-09-13,1895.0
1983-09-14,1928.0
1983-09-15,2055.0
1983-09-16,2118.0
1983-09-19,2081.0
1983-09-20,2102.0
1983-09-21,2174.0
1983-09-22,2115.0
1983-09-23,2060.0
1983-09-26,2105.0
1983-09-27,2067.0
1983-09-28,2032.0
1983-09-29,2094.0
1983-09-30,2072.0
1983-10-03,1993.0
1983-10-04,1993.0
1983-10-05,2062.0
1983-10-06,2073.0
1983-10-07,2032.0
1983-10-10,2058.0
1983-10-11,2042.0
1983-10-12,2000.0
1983-10-13,2006.0
1983-10-14,1985.0
1983-10-17,1948.0
1983-10-18,1957.0
1983-10-19,1958.0
1983-10-20,1959.0
1983-10-21,1987.0
1983-10-24,1928.0
1983-10-25,1970.0
1983-10-26,1948.0
1983-10-27,1939.0
1983-10-28,1946.0
1983-10-31,1963.0
1983-11-01,1942.0
1983-11-02,1985.0
1983-11-03,2032.0
1983-11-04,2024.0
1983-11-07,2032.0
1983-11-08,2070.0
1983-11-09,2137.0
1983-11-10,2126.0
1983-11-11,2138.0
1983-11-14,2107.0
1983-11-15,2154.0
1983-11-16,2124.0
1983-11-17,2133.0
1983-11-18,2121.0
1983-11-21,2178.0
1983-11-22,2172.0
1983-11-23,2216.0
1983-11-28,2216.0
1983-11-29,2248.0
1983-11-30,2212.0
1983-12-01,2204.0
1983-12-02,2260.0
1983-12-05,2290.0
1983-12-06,2335.0
1983-12-07,2353.0
1983-12-08,2348.0
1983-12-09,2405.0
1983-12-12,2397.0
1983-12-13,2410.0
1983-12-14,2480.0
1983-12-15,2513.0
1983-12-16,2548.0
1983-12-19,2501.0
1983-12-20,2451.0
1983-12-21,2552.0
1983-12-22,2634.0
1983-12-23,2624.0
1983-12-27,2669.0
1983-12-28,2659.0
1983-12-29,2720.0
1983-12-30,2755.0
1984-01-03,2708.0
1984-01-04,2609.0
1984-01-05,2661.0
1984-01-06,2546.0
1984-01-09,2460.0
1984-01-10,2485.0
1984-01-11,2533.0
1984-01-12,2437.0
1984-01-13,2425.0
1984-01-16,2358.0
1984-01-17,2493.0
1984-01-18,2406.0
1984-01-19,2533.0
1984-01-20,2665.0
1984-01-23,2710.0
1984-01-24,2596.0
1984-01-25,2684.0
1984-01-26,2664.0
1984-01-27,2667.0
1984-01-30,2624.0
1984-01-31,2521.0
1984-02-01,2503.0
1984-02-02,2580.0
1984-02-03,2559.0
1984-02-06,2527.0
1984-02-07,2483.0
1984-02-08,2557.0
1984-02-09,2521.0
1984-02-10,2597.0
1984-02-13,2597.0
1984-02-14,2558.0
1984-02-15,2568.0
1984-02-16,2469.0
1984-02-17,2464.0
1984-02-21,2377.0
1984-02-22,2393.0
1984-02-23,2444.0
1984-02-24,2417.0
1984-02-27,2468.0
1984-02-28,2415.0
1984-02-29,2462.0
1984-03-01,2547.0
1984-03-02,2540.0
1984-03-05,2516.0
1984-03-06,2465.0
1984-03-07,2482.0
1984-03-08,2490.0
1984-03-09,2475.0
1984-03-12,2491.0
1984-03-13,2580.0
1984-03-14,2582.0
1984-03-15,2635.0
1984-03-16,2617.0
1984-03-19,2521.0
1984-03-20,2565.0
1984-03-21,2464.0
1984-03-22,2471.0
1984-03-23,2517.0
1984-03-26,2516.0
1984-03-27,2494.0
1984-03-28,2531.0
1984-03-29,2523.0
1984-03-30,2562.0
1984-04-02,2530.0
1984-04-03,2472.0
1984-04-04,2384.0
1984-04-05,2386.0
1984-04-06,2425.0
1984-04-09,2421.0
1984-04-10,2394.0
1984-04-11,2394.0
1984-04-12,2431.0
1984-04-13,2408.0
1984-04-16,2408.0
1984-04-17,2389.0
1984-04-18,2488.0
1984-04-19,2515.0
1984-04-23,2510.0
1984-04-24,2571.0
1984-04-25,2586.0
1984-04-26,2569.0
1984-04-27,2575.0
1984-04-30,2536.0
1984-05-01,2585.0
1984-05-02,2648.0
1984-05-03,2625.0
1984-05-04,2595.0
1984-05-07,2585.0
1984-05-08,2545.0
1984-05-09,2550.0
1984-05-10,2610.0
1984-05-11,2645.0
1984-05-14,2576.0
1984-05-15,2601.0
1984-05-16,2635.0
1984-05-17,2614.0
1984-05-18,2713.0
1984-05-21,2689.0
1984-05-22,2730.0
1984-05-23,2673.0
1984-05-24,2676.0
1984-05-25,2712.0
1984-05-29,2648.0
1984-05-30,2670.0
1984-05-31,2616.0
1984-06-01,2617.0
1984-06-04,2532.0
1984-06-05,2466.0
1984-06-06,2493.0
1984-06-07,2469.0
1984-06-08,2414.0
1984-06-11,2371.0
1984-06-12,2406.0
1984-06-13,2372.0
1984-06-14,2401.0
1984-06-15,2366.0
1984-06-18,2429.0
1984-06-19,2429.0
1984-06-20,2373.0
1984-06-21,2300.0
1984-06-22,2258.0
1984-06-25,2255.0
1984-06-26,2292.0
1984-06-27,2310.0
1984-06-28,2235.0
1984-06-29,2295.0
1984-07-02,2225.0
1984-07-03,2153.0
1984-07-05,2126.0
1984-07-06,2143.0
1984-07-09,2135.0
1984-07-10,2165.0
1984-07-11,2138.0
1984-07-12,2165.0
1984-07-13,2118.0
1984-07-16,2100.0
1984-07-17,2171.0
1984-07-18,2142.0
1984-07-19,2148.0
1984-07-20,2183.0
1984-07-23,2235.0
1984-07-24,2199.0
1984-07-25,2176.0
1984-07-26,2105.0
1984-07-27,2077.0
1984-07-30,2036.0
1984-07-31,1981.0
1984-08-01,1963.0
1984-08-02,1990.0
1984-08-03,2058.0
1984-08-06,2108.0
1984-08-07,2178.0
1984-08-08,2221.0
1984-08-09,2186.0
1984-08-10,2178.0
1984-08-13,2253.0
1984-08-14,2275.0
1984-08-15,2243.0
1984-08-16,2242.0
1984-08-17,2184.0
1984-08-20,2189.0
1984-08-21,2266.0
1984-08-22,2348.0
1984-08-23,2366.0
1984-08-24,2428.0
1984-08-27,2469.0
1984-08-28,2444.0
1984-08-29,2462.0
1984-08-30,2538.0
1984-08-31,2525.0
1984-09-04,2500.0
1984-09-05,2528.0
1984-09-06,2520.0
1984-09-07,2528.0
1984-09-10,2463.0
1984-09-11,2440.0
1984-09-12,2438.0
1984-09-13,2540.0
1984-09-14,2604.0
1984-09-17,2275.0
1984-09-18,2235.0
1984-09-19,2298.0
1984-09-20,2326.0
1984-09-21,2370.0
1984-09-24,2418.0
1984-09-25,2338.0
1984-09-26,2328.0
1984-09-27,2337.0
1984-09-28,2174.0
1984-10-01,2159.0
1984-10-02,2182.0
1984-10-03,2184.0
1984-10-04,2168.0
1984-10-05,2193.0
1984-10-08,2221.0
1984-10-09,2199.0
1984-10-10,2251.0
1984-10-11,2223.0
1984-10-12,2230.0
1984-10-15,2173.0
1984-10-16,2173.0
1984-10-17,2226.0
1984-10-18,2223.0
1984-10-19,2237.0
1984-10-22,2287.0
1984-10-23,2276.0
1984-10-24,2263.0
1984-10-25,2294.0
1984-10-26,2295.0
1984-10-29,2265.0
1984-10-30,2247.0
1984-10-31,2277.0
1984-11-01,2293.0
1984-11-02,2295.0
1984-11-05,2296.0
1984-11-06,2262.0
1984-11-07,2273.0
1984-11-08,2283.0
1984-11-09,2276.0
1984-11-12,2306.0
1984-11-13,2323.0
1984-11-14,2311.0
1984-11-15,2351.0
1984-11-16,2380.0
1984-11-19,2295.0
1984-11-20,2300.0
1984-11-21,2257.0
1984-11-23,2235.0
1984-11-26,2223.0
1984-11-27,2227.0
1984-11-28,2217.0
1984-11-29,2205.0
1984-11-30,2235.0
1984-12-03,2208.0
1984-12-04,2211.0
1984-12-05,2188.0
1984-12-06,2198.0
1984-12-07,2235.0
1984-12-10,2240.0
1984-12-11,2339.0
1984-12-12,2337.0
1984-12-13,2052.0
1984-12-14,2051.0
1984-12-17,2058.0
1984-12-18,2054.0
1984-12-19,2036.0
1984-12-20,2063.0
1984-12-21,2077.0
1984-12-26,2051.0
1984-12-27,2041.0
1984-12-28,2056.0
1984-12-31,2052.0
1985-01-02,2025.0
1985-01-03,2028.0
1985-01-04,2033.0
1985-01-07,2067.0
1985-01-08,2082.0
1985-01-09,2089.0
1985-01-10,2091.0
1985-01-11,2154.0
1985-01-14,2168.0
1985-01-15,2141.0
1985-01-16,2149.0
1985-01-17,2186.0
1985-01-18,2190.0
1985-01-21,2219.0
1985-01-22,2174.0
1985-01-23,2166.0
1985-01-24,2163.0
1985-01-25,2215.0
1985-01-28,2225.0
1985-01-29,2288.0
1985-01-30,2283.0
1985-01-31,2271.0
1985-02-01,2292.0
1985-02-04,2331.0
1985-02-05,2243.0
1985-02-06,2264.0
1985-02-07,2274.0
1985-02-08,2277.0
1985-02-11,2164.0
1985-02-12,2159.0
1985-02-13,2174.0
1985-02-14,2110.0
1985-02-15,2120.0
1985-02-19,2103.0
1985-02-20,2132.0
1985-02-21,2149.0
1985-02-22,2126.0
1985-02-25,2165.0
1985-02-26,2129.0
1985-02-27,2157.0
1985-02-28,2140.0
1985-03-01,2133.0
1985-03-04,2115.0
1985-03-05,2020.0
1985-03-06,1985.0
1985-03-07,2020.0
1985-03-08,2075.0
1985-03-11,2140.0
1985-03-12,2124.0
1985-03-13,2210.0
1985-03-14,2175.0
1985-03-15,2139.0
1985-03-18,2253.0
1985-03-19,2396.0
1985-03-20,2435.0
1985-03-21,2381.0
1985-03-22,2403.0
1985-03-25,2373.0
1985-03-26,2391.0
1985-03-27,2449.0
1985-03-28,2453.0
1985-03-29,2469.0
1985-04-01,2378.0
1985-04-02,2355.0
1985-04-03,2322.0
1985-04-04,2321.0
1985-04-08,2374.0
1985-04-09,2376.0
1985-04-10,2343.0
1985-04-11,2372.0
1985-04-12,2418.0
1985-04-15,2392.0
1985-04-16,2381.0
1985-04-17,2451.0
1985-04-18,2459.0
1985-04-19,2485.0
1985-04-22,2449.0
1985-04-23,2430.0
1985-04-24,2416.0
1985-04-25,2413.0
1985-04-26,2407.0
1985-04-29,2406.0
1985-04-30,2357.0
1985-05-01,2373.0
1985-05-02,2391.0
1985-05-03,2362.0
1985-05-06,2323.0
1985-05-07,2321.0
1985-05-08,2285.0
1985-05-09,2365.0
1985-05-10,2464.0
1985-05-13,2438.0
1985-05-14,2430.0
1985-05-15,2272.0
1985-05-16,2065.0
1985-05-17,2048.0
1985-05-20,2057.0
1985-05-21,2076.0
1985-05-22,2085.0
1985-05-23,2079.0
1985-05-24,2084.0
1985-05-28,2072.0
1985-05-29,2083.0
1985-05-30,2041.0
1985-05-31,2075.0
1985-06-03,2076.0
1985-06-04,2059.0
1985-06-05,2057.0
1985-06-06,2074.0
1985-06-07,2077.0
1985-06-10,2084.0
1985-06-11,2110.0
1985-06-12,2035.0
1985-06-13,2035.0
1985-06-14,2018.0
1985-06-17,2028.0
1985-06-18,2034.0
1985-06-19,2040.0
1985-06-20,2035.0
1985-06-21,1994.0
1985-06-24,1982.0
1985-06-25,1966.0
1985-06-26,1981.0
1985-06-27,1983.0
1985-06-28,2018.0
1985-07-01,2000.0
1985-07-02,2005.0
1985-07-03,2071.0
1985-07-08,2123.0
1985-07-09,2105.0
1985-07-10,2108.0
1985-07-11,2099.0
1985-07-12,2033.0
1985-07-15,2034.0
1985-07-16,2046.0
1985-07-17,2049.0
1985-07-18,2066.0
1985-07-19,2059.0
1985-07-22,2074.0
1985-07-23,2115.0
1985-07-24,2114.0
1985-07-25,2142.0
1985-07-26,2154.0
1985-07-29,2084.0
1985-07-30,2092.0
1985-07-31,2087.0
1985-08-01,2060.0
1985-08-02,2057.0
1985-08-05,2086.0
1985-08-06,2071.0
1985-08-07,2071.0
1985-08-08,2087.0
1985-08-09,2095.0
1985-08-12,2105.0
1985-08-13,2091.0
1985-08-14,2088.0
1985-08-15,2107.0
1985-08-16,2096.0
1985-08-19,2086.0
1985-08-20,2094.0
1985-08-21,2148.0
1985-08-22,2166.0
1985-08-23,2125.0
1985-08-26,2136.0
1985-08-27,2174.0
1985-08-28,2180.0
1985-08-29,2132.0
1985-08-30,2143.0
1985-09-03,2134.0
1985-09-04,2155.0
1985-09-05,2163.0
1985-09-06,2120.0
1985-09-09,2067.0
1985-09-10,2079.0
1985-09-11,2050.0
1985-09-12,2083.0
1985-09-13,2117.0
1985-09-16,2106.0
1985-09-17,2186.0
1985-09-18,2173.0
1985-09-19,2221.0
1985-09-20,2244.0
1985-09-23,2325.0
1985-09-24,2305.0
1985-09-25,2313.0
1985-09-26,2284.0
1985-09-30,2273.0
1985-10-01,2275.0
1985-10-02,2271.0
1985-10-03,2285.0
1985-10-04,2265.0
1985-10-07,2272.0
1985-10-08,2265.0
1985-10-09,2266.0
1985-10-10,2185.0
1985-10-11,2193.0
1985-10-15,2141.0
1985-10-16,2161.0
1985-10-17,2178.0
1985-10-18,2191.0
1985-10-21,2171.0
1985-10-22,2182.0
1985-10-23,2164.0
1985-10-24,2154.0
1985-10-25,2156.0
1985-10-28,2095.0
1985-10-29,2086.0
1985-10-30,2092.0
1985-10-31,2103.0
1985-11-01,2107.0
1985-11-04,2090.0
1985-11-05,2045.0
1985-11-06,2039.0
1985-11-07,2059.0
1985-11-08,2062.0
1985-11-11,2063.0
1985-11-12,2051.0
1985-11-13,2029.0
1985-11-14,2028.0
1985-11-15,2065.0
1985-11-18,2063.0
1985-11-19,2048.0
1985-11-20,2071.0
1985-11-21,2124.0
1985-11-22,2136.0
1985-11-25,2134.0
1985-11-26,2107.0
1985-11-27,2105.0
1985-11-29,2133.0
1985-12-02,2141.0
1985-12-03,2129.0
1985-12-04,2133.0
1985-12-05,2123.0
1985-12-06,2170.0
1985-12-09,2188.0
1985-12-10,2170.0
1985-12-11,2163.0
1985-12-12,2190.0
1985-12-13,2159.0
1985-12-16,2235.0
1985-12-17,2224.0
1985-12-18,2199.0
1985-12-19,2214.0
1985-12-20,2248.0
1985-12-23,2252.0
1985-12-26,2255.0
1985-12-27,2255.0
1985-12-30,2255.0
1985-12-31,2298.0
1986-01-02,2307.0
1986-01-03,2273.0
1986-01-06,2214.0
1986-01-07,2201.0
1986-01-08,2167.0
1986-01-09,2189.0
1986-01-10,2188.0
1986-01-13,2161.0
1986-01-14,2177.0
1986-01-15,2164.0
1986-01-16,2171.0
1986-01-17,2190.0
1986-01-20,2147.0
1986-01-21,2143.0
1986-01-22,2156.0
1986-01-23,2161.0
1986-01-24,2160.0
1986-01-27,2151.0
1986-01-28,2144.0
1986-01-29,2137.0
1986-01-30,2138.0
1986-01-31,2146.0
1986-02-03,2108.0
1986-02-04,2066.0
1986-02-05,2077.0
1986-02-06,2076.0
1986-02-07,2054.0
1986-02-10,2071.0
1986-02-11,2069.0
1986-02-12,2060.0
1986-02-13,2033.0
1986-02-14,2069.0
1986-02-18,2101.0
1986-02-19,2082.0
1986-02-20,2051.0
1986-02-21,2058.0
1986-02-24,2080.0
1986-02-25,2068.0
1986-02-26,1990.0
1986-02-27,2025.0
1986-02-28,2000.0
1986-03-03,2012.0
1986-03-04,1960.0
1986-03-05,1897.0
1986-03-06,1933.0
1986-03-07,1946.0
1986-03-10,1944.0
1986-03-11,1983.0
1986-03-12,1991.0
1986-03-13,2033.0
1986-03-14,2011.0
1986-03-17,2038.0
1986-03-18,2059.0
1986-03-19,2072.0
1986-03-20,2021.0
1986-03-21,1955.0
1986-03-24,1892.0
1986-03-25,1918.0
1986-03-26,1924.0
1986-03-27,1883.0
1986-03-31,1862.0
1986-04-01,1861.0
1986-04-02,1880.0
1986-04-03,1833.0
1986-04-04,1829.0
1986-04-07,1814.0
1986-04-08,1809.0
1986-04-09,1815.0
1986-04-10,1828.0
1986-04-11,1801.0
1986-04-14,1776.0
1986-04-15,1759.0
1986-04-16,1769.0
1986-04-17,1860.0
1986-04-18,1863.0
1986-04-21,1906.0
1986-04-22,1905.0
1986-04-23,1866.0
1986-04-24,1805.0
1986-04-25,1751.0
1986-04-28,1722.0
1986-04-29,1754.0
1986-04-30,1734.0
1986-05-01,1750.0
1986-05-02,1728.0
1986-05-05,1731.0
1986-05-06,1681.0
1986-05-07,1671.0
1986-05-08,1695.0
1986-05-09,1690.0
1986-05-12,1730.0
1986-05-13,1708.0
1986-05-14,1695.0
1986-05-15,1711.0
1986-05-16,1771.0
1986-05-19,1748.0
1986-05-20,1789.0
1986-05-21,1773.0
1986-05-22,1743.0
1986-05-23,1775.0
1986-05-27,1776.0
1986-05-28,1781.0
1986-05-29,1774.0
1986-05-30,1759.0
1986-06-02,1722.0
1986-06-03,1725.0
1986-06-04,1759.0
1986-06-05,1855.0
1986-06-06,1826.0
1986-06-09,1788.0
1986-06-10,1785.0
1986-06-11,1763.0
1986-06-12,1780.0
1986-06-13,1761.0
1986-06-16,1713.0
1986-06-17,1709.0
1986-06-18,1672.0
1986-06-19,1696.0
1986-06-20,1673.0
1986-06-23,1679.0
1986-06-24,1666.0
1986-06-25,1695.0
1986-06-26,1708.0
1986-06-27,1705.0
1986-06-30,1743.0
1986-07-01,1750.0
1986-07-02,1739.0
1986-07-07,1803.0
1986-07-08,1800.0
1986-07-09,1788.0
1986-07-10,1825.0
1986-07-11,1818.0
1986-07-14,1842.0
1986-07-15,1863.0
1986-07-16,1826.0
1986-07-17,1850.0
1986-07-18,1987.0
1986-07-21,2004.0
1986-07-22,1986.0
1986-07-23,1965.0
1986-07-24,1982.0
1986-07-25,1966.0
1986-07-28,1991.0
1986-07-29,2021.0
1986-07-30,1987.0
1986-07-31,1942.0
1986-08-01,1919.0
1986-08-04,1901.0
1986-08-05,1889.0
1986-08-06,1886.0
1986-08-07,1906.0
1986-08-08,1868.0
1986-08-11,1861.0
1986-08-12,1870.0
1986-08-13,1851.0
1986-08-14,1862.0
1986-08-15,1877.0
1986-08-18,1869.0
1986-08-19,1860.0
1986-08-20,1878.0
1986-08-21,1877.0
1986-08-22,1889.0
1986-08-25,1919.0
1986-08-26,1964.0
1986-08-27,1960.0
1986-08-28,1966.0
1986-08-29,2049.0
1986-09-02,2082.0
1986-09-03,2063.0
1986-09-04,2073.0
1986-09-05,2080.0
1986-09-08,2054.0
1986-09-09,2041.0
1986-09-10,2032.0
1986-09-11,2095.0
1986-09-12,2155.0
1986-09-15,2100.0
1986-09-16,2133.0
1986-09-17,2128.0
1986-09-18,2128.0
1986-09-19,2152.0
1986-09-22,2021.0
1986-09-23,1990.0
1986-09-24,2000.0
1986-09-25,2013.0
1986-09-26,2000.0
1986-09-29,2023.0
1986-09-30,2011.0
1986-10-01,1983.0
1986-10-02,2047.0
1986-10-03,2052.0
1986-10-06,2035.0
1986-10-07,2000.0
1986-10-08,1970.0
1986-10-09,1923.0
1986-10-10,1939.0
1986-10-13,1944.0
1986-10-14,1964.0
1986-10-15,1984.0
1986-10-16,1995.0
1986-10-17,1991.0
1986-10-20,1962.0
1986-10-21,1951.0
1986-10-22,1959.0
1986-10-23,1964.0
1986-10-24,1952.0
1986-10-27,1945.0
1986-10-28,1950.0
1986-10-29,1947.0
1986-10-30,1917.0
1986-10-31,1876.0
1986-11-03,1877.0
1986-11-04,1889.0
1986-11-05,1909.0
1986-11-06,1900.0
1986-11-07,1887.0
1986-11-10,1897.0
1986-11-11,1933.0
1986-11-12,1925.0
1986-11-13,1907.0
1986-11-14,1942.0
1986-11-17,1907.0
1986-11-18,1881.0
1986-11-19,1861.0
1986-11-20,1847.0
1986-11-21,1852.0
1986-11-24,1847.0
1986-11-25,1840.0
1986-11-26,1847.0
1986-12-01,1824.0
1986-12-02,1816.0
1986-12-03,1845.0
1986-12-04,1807.0
1986-12-05,1819.0
1986-12-08,1807.0
1986-12-09,1803.0
1986-12-10,1814.0
1986-12-11,1834.0
1986-12-12,1820.0
1986-12-15,1808.0
1986-12-16,1866.0
1986-12-17,1884.0
1986-12-18,1865.0
1986-12-19,1879.0
1986-12-22,1870.0
1986-12-23,1886.0
1986-12-24,1889.0
1986-12-29,1913.0
1986-12-30,1924.0
1986-12-31,1935.0
1987-01-05,1889.0
1987-01-06,1857.0
1987-01-07,1858.0
1987-01-08,1857.0
1987-01-09,1854.0
1987-01-12,1856.0
1987-01-13,1873.0
1987-01-14,1886.0
1987-01-15,1881.0
1987-01-16,1898.0
1987-01-19,1957.0
1987-01-20,1938.0
1987-01-21,1906.0
1987-01-22,1869.0
1987-01-23,1815.0
1987-01-26,1804.0
1987-01-27,1823.0
1987-01-28,1824.0
1987-01-29,1833.0
1987-01-30,1820.0
1987-02-02,1822.0
1987-02-03,1838.0
1987-02-04,1823.0
1987-02-05,1828.0
1987-02-06,1839.0
1987-02-09,1875.0
1987-02-10,1856.0
1987-02-11,1835.0
1987-02-12,1805.0
1987-02-13,1815.0
1987-02-17,1821.0
1987-02-18,1810.0
1987-02-19,1833.0
1987-02-20,1850.0
1987-02-23,1833.0
1987-02-24,1818.0
1987-02-25,1841.0
1987-02-26,1850.0
1987-02-27,1857.0
1987-03-02,1854.0
1987-03-03,1838.0
1987-03-04,1851.0
1987-03-05,1881.0
1987-03-06,1904.0
1987-03-09,1887.0
1987-03-10,1898.0
1987-03-11,1891.0
1987-03-12,1879.0
1987-03-13,1853.0
1987-03-16,1880.0
1987-03-17,1906.0
1987-03-18,1939.0
1987-03-19,1943.0
1987-03-20,1944.0
1987-03-23,1936.0
1987-03-24,1937.0
1987-03-25,1920.0
1987-03-26,1891.0
1987-03-27,1925.0
1987-03-30,1924.0
1987-03-31,1928.0
1987-04-01,1922.0
1987-04-02,1929.0
1987-04-03,1928.0
1987-04-06,1934.0
1987-04-07,1925.0
1987-04-08,1910.0
1987-04-09,1924.0
1987-04-10,1938.0
1987-04-13,1934.0
1987-04-14,1947.0
1987-04-15,1956.0
1987-04-16,1973.0
1987-04-20,1987.0
1987-04-21,1978.0
1987-04-22,1955.0
1987-04-23,1980.0
1987-04-24,1995.0
1987-04-27,1970.0
1987-04-28,1960.0
1987-04-29,1928.0
1987-04-30,1945.0
1987-05-01,1955.0
1987-05-04,1974.0
1987-05-05,1967.0
1987-05-06,1960.0
1987-05-07,1963.0
1987-05-08,1970.0
1987-05-11,1971.0
1987-05-12,2000.0
1987-05-13,1962.0
1987-05-14,1959.0
1987-05-15,1979.0
1987-05-18,1978.0
1987-05-19,1974.0
1987-05-20,1947.0
1987-05-21,1948.0
1987-05-22,1937.0
1987-05-26,1885.0
1987-05-27,1863.0
1987-05-28,1871.0
1987-05-29,1881.0
1987-06-01,1863.0
1987-06-02,1879.0
1987-06-03,1856.0
1987-06-04,1818.0
1987-06-05,1828.0
1987-06-08,1849.0
1987-06-09,1856.0
1987-06-10,1858.0
1987-06-11,1879.0
1987-06-12,1833.0
1987-06-15,1842.0
